Date,Location,Rainfall,RainToday,RainTomorrow
2016-10-10,WaggaWagga,0.0,No,Yes
2016-10-11,WaggaWagga,2.0,Yes,No
2016-10-12,WaggaWagga,0.0,No,No
2016-10-13,WaggaWagga,0.0,No,No
2016-10-14,WaggaWagga,0.0,No,No
2016-10-15,WaggaWagga,0.0,No,No
2016-10-16,WaggaWagga,0.0,No,Yes
2016-10-17,WaggaWagga,11.0,Yes,No
2016-10-18,WaggaWagga,0.0,No,No
2016-10-19,WaggaWagga,0.2,No,No
2016-10-20,WaggaWagga,0.0,No,No
2016-10-21,WaggaWagga,0.0,No,No
2016-10-22,WaggaWagga,0.0,No,No
2016-10-23,WaggaWagga,0.0,No,No
2016-10-24,WaggaWagga,0.0,No,No
2016-10-25,WaggaWagga,0.0,No,No
2016-10-26,WaggaWagga,0.0,No,No
2016-10-27,WaggaWagga,0.0,No,No
2016-10-28,WaggaWagga,0.0,No,No
2016-10-29,WaggaWagga,0.0,No,No
2016-10-30,WaggaWagga,0.0,No,Yes
2016-10-31,WaggaWagga,4.8,Yes,No
2016-11-01,WaggaWagga,0.0,No,No
2016-11-02,WaggaWagga,0.0,No,No
2016-11-03,WaggaWagga,0.0,No,No
2016-11-04,WaggaWagga,0.0,No,No
2016-11-05,WaggaWagga,0.0,No,No
2016-11-06,WaggaWagga,0.0,No,No
2016-11-07,WaggaWagga,0.0,No,No
2016-11-08,WaggaWagga,0.0,No,No
2016-11-09,WaggaWagga,0.0,No,No
2016-11-10,WaggaWagga,0.0,No,No
2016-11-11,WaggaWagga,0.0,No,
2016-11-12,WaggaWagga,,,
2016-11-13,WaggaWagga,,,Yes
2016-11-14,WaggaWagga,17.2,Yes,No
2016-11-15,WaggaWagga,0.0,No,No
2016-11-16,WaggaWagga,0.0,No,No
2016-11-17,WaggaWagga,0.0,No,No
2016-11-18,WaggaWagga,0.0,No,
2016-11-19,WaggaWagga,,,
2016-11-20,WaggaWagga,,,Yes
2016-11-21,WaggaWagga,2.0,Yes,No
2016-11-22,WaggaWagga,0.0,No,No
2016-11-23,WaggaWagga,0.0,No,Yes
2016-11-24,WaggaWagga,5.8,Yes,No
2016-11-25,WaggaWagga,0.0,No,No
2016-11-26,WaggaWagga,0.0,No,No
2016-11-27,WaggaWagga,0.0,No,No
2016-11-28,WaggaWagga,0.0,No,No
2016-11-29,WaggaWagga,0.0,No,No
2016-11-30,WaggaWagga,0.0,No,No
2016-12-01,WaggaWagga,0.0,No,No
2016-12-02,WaggaWagga,0.0,No,No
2016-12-03,WaggaWagga,0.0,No,No
2016-12-04,WaggaWagga,0.0,No,No
2016-12-05,WaggaWagga,0.0,No,Yes
2016-12-06,WaggaWagga,4.2,Yes,No
2016-12-07,WaggaWagga,0.0,No,No
2016-12-08,WaggaWagga,0.0,No,No
2016-12-09,WaggaWagga,0.0,No,No
2016-12-10,WaggaWagga,0.0,No,No
2016-12-11,WaggaWagga,0.0,No,No
2016-12-12,WaggaWagga,0.0,No,No
2016-12-13,WaggaWagga,0.0,No,No
2016-12-14,WaggaWagga,0.0,No,No
2016-12-15,WaggaWagga,0.0,No,Yes
2016-12-16,WaggaWagga,27.8,Yes,
2016-12-17,WaggaWagga,,,
2016-12-18,WaggaWagga,,,Yes
2016-12-19,WaggaWagga,10.2,Yes,No
2016-12-20,WaggaWagga,0.0,No,No
2016-12-21,WaggaWagga,0.0,No,No
2016-12-22,WaggaWagga,0.0,No,No
2016-12-23,WaggaWagga,0.0,No,No
2016-12-24,WaggaWagga,0.0,No,No
2016-12-25,WaggaWagga,0.0,No,No
2016-12-26,WaggaWagga,0.0,No,No
2016-12-27,WaggaWagga,0.0,No,No
2016-12-28,WaggaWagga,0.0,No,
2016-12-29,WaggaWagga,,,
2016-12-30,WaggaWagga,,,
2016-12-31,WaggaWagga,,,
2017-01-01,WaggaWagga,,,Yes
2017-01-02,WaggaWagga,14.0,Yes,No
2017-01-03,WaggaWagga,0.0,No,No
2017-01-04,WaggaWagga,0.0,No,No
2017-01-05,WaggaWagga,0.0,No,No
2017-01-06,WaggaWagga,0.0,No,No
2017-01-07,WaggaWagga,0.0,No,No
2017-01-08,WaggaWagga,0.0,No,No
2017-01-09,WaggaWagga,0.0,No,No
2017-01-10,WaggaWagga,0.0,No,No
2017-01-11,WaggaWagga,0.0,No,No
2017-01-12,WaggaWagga,0.0,No,No
2017-01-13,WaggaWagga,0.0,No,
2017-01-14,WaggaWagga,,,
2017-01-15,WaggaWagga,,,Yes
2017-01-16,WaggaWagga,5.8,Yes,No
2017-01-17,WaggaWagga,0.0,No,No
2017-01-18,WaggaWagga,0.0,No,
2017-01-19,WaggaWagga,,,No
2017-01-20,WaggaWagga,1.0,No,
2017-01-21,WaggaWagga,,,
2017-01-22,WaggaWagga,,,Yes
2017-01-23,WaggaWagga,7.0,Yes,No
2017-01-24,WaggaWagga,0.0,No,No
2017-01-25,WaggaWagga,0.0,No,No
2017-01-26,WaggaWagga,0.0,No,No
2017-01-27,WaggaWagga,0.0,No,No
2017-01-28,WaggaWagga,0.0,No,No
2017-01-29,WaggaWagga,0.0,No,No
2017-01-30,WaggaWagga,0.0,No,No
2017-01-31,WaggaWagga,0.0,No,No
2017-02-01,WaggaWagga,0.0,No,No
2017-02-02,WaggaWagga,0.8,No,
2017-02-03,WaggaWagga,,,
2017-02-04,WaggaWagga,,,No
2017-02-05,WaggaWagga,0.0,No,Yes
2017-02-06,WaggaWagga,4.8,Yes,No
2017-02-07,WaggaWagga,0.0,No,No
2017-02-08,WaggaWagga,0.0,No,No
2017-02-09,WaggaWagga,0.0,No,No
2017-02-10,WaggaWagga,0.0,No,
2017-02-11,WaggaWagga,,,
2017-02-12,WaggaWagga,,,Yes
2017-02-13,WaggaWagga,12.0,Yes,No
2017-02-14,WaggaWagga,0.0,No,No
2017-02-15,WaggaWagga,0.0,No,No
2017-02-16,WaggaWagga,0.0,No,No
2017-02-17,WaggaWagga,0.0,No,
2017-02-18,WaggaWagga,,,
2017-02-19,WaggaWagga,,,No
2017-02-20,WaggaWagga,0.4,No,No
2017-02-21,WaggaWagga,0.0,No,No
2017-02-22,WaggaWagga,0.0,No,No
2017-02-23,WaggaWagga,0.0,No,No
2017-02-24,WaggaWagga,0.0,No,No
2017-02-25,WaggaWagga,0.0,No,No
2017-02-26,WaggaWagga,0.0,No,No
2017-02-27,WaggaWagga,0.0,No,No
2017-02-28,WaggaWagga,0.0,No,No
2017-03-01,WaggaWagga,0.0,No,No
2017-03-02,WaggaWagga,0.0,No,No
2017-03-03,WaggaWagga,0.0,No,Yes
2017-03-04,WaggaWagga,6.4,Yes,
2017-03-05,WaggaWagga,,,Yes
2017-03-06,WaggaWagga,1.8,Yes,No
2017-03-07,WaggaWagga,0.0,No,No
2017-03-08,WaggaWagga,0.0,No,No
2017-03-09,WaggaWagga,0.0,No,No
2017-03-10,WaggaWagga,0.0,No,
2017-03-11,WaggaWagga,,,
2017-03-12,WaggaWagga,,,Yes
2017-03-13,WaggaWagga,2.6,Yes,No
2017-03-14,WaggaWagga,0.0,No,No
2017-03-15,WaggaWagga,0.0,No,No
2017-03-16,WaggaWagga,0.0,No,No
2017-03-17,WaggaWagga,0.0,No,No
2017-03-18,WaggaWagga,0.0,No,No
2017-03-19,WaggaWagga,0.0,No,No
2017-03-20,WaggaWagga,0.0,No,Yes
2017-03-21,WaggaWagga,10.8,Yes,No
2017-03-22,WaggaWagga,0.8,No,Yes
2017-03-23,WaggaWagga,11.0,Yes,No
2017-03-24,WaggaWagga,0.4,No,No
2017-03-25,WaggaWagga,0.0,No,No
2017-03-26,WaggaWagga,0.0,No,No
2017-03-27,WaggaWagga,0.0,No,Yes
2017-03-28,WaggaWagga,11.0,Yes,No
2017-03-29,WaggaWagga,0.0,No,No
2017-03-30,WaggaWagga,0.0,No,No
2017-03-31,WaggaWagga,0.0,No,No
2017-04-01,WaggaWagga,0.0,No,No
2017-04-02,WaggaWagga,0.0,No,No
2017-04-03,WaggaWagga,0.0,No,No
2017-04-04,WaggaWagga,0.0,No,No
2017-04-05,WaggaWagga,0.0,No,No
2017-04-06,WaggaWagga,0.0,No,No
2017-04-07,WaggaWagga,0.0,No,
2017-04-08,WaggaWagga,,,Yes
2017-04-09,WaggaWagga,3.6,Yes,Yes
2017-04-10,WaggaWagga,4.4,Yes,No
2017-04-11,WaggaWagga,0.0,No,No
2017-04-12,WaggaWagga,0.0,No,No
2017-04-13,WaggaWagga,0.0,No,No
2017-04-14,WaggaWagga,0.0,No,No
2017-04-15,WaggaWagga,0.0,No,No
2017-04-16,WaggaWagga,0.0,No,No
2017-04-17,WaggaWagga,0.0,No,No
2017-04-18,WaggaWagga,0.0,No,No
2017-04-19,WaggaWagga,0.0,No,No
2017-04-20,WaggaWagga,0.0,No,No
2017-04-21,WaggaWagga,0.0,No,Yes
2017-04-22,WaggaWagga,6.2,Yes,
2017-04-23,WaggaWagga,,,Yes
2017-04-24,WaggaWagga,1.8,Yes,Yes
2017-04-25,WaggaWagga,3.4,Yes,Yes
2017-04-26,WaggaWagga,9.8,Yes,Yes
2017-04-27,WaggaWagga,3.2,Yes,No
2017-04-28,WaggaWagga,0.0,No,
2017-04-29,WaggaWagga,,,
2017-04-30,WaggaWagga,,,No
2017-05-01,WaggaWagga,0.0,No,No
2017-05-02,WaggaWagga,0.0,No,No
2017-05-03,WaggaWagga,0.0,No,No
2017-05-04,WaggaWagga,0.0,No,No
2017-05-05,WaggaWagga,0.0,No,No
2017-05-06,WaggaWagga,0.0,No,No
2017-05-07,WaggaWagga,0.0,No,No
2017-05-08,WaggaWagga,0.0,No,No
2017-05-09,WaggaWagga,0.0,No,No
2017-05-10,WaggaWagga,0.0,No,No
2017-05-11,WaggaWagga,0.0,No,No
2017-05-12,WaggaWagga,0.0,No,No
2017-05-13,WaggaWagga,0.0,No,No
2017-05-14,WaggaWagga,0.0,No,No
2017-05-15,WaggaWagga,0.0,No,No
2017-05-16,WaggaWagga,0.0,No,No
2017-05-17,WaggaWagga,0.0,No,No
2017-05-18,WaggaWagga,0.0,No,No
2017-05-19,WaggaWagga,0.0,No,
2017-05-20,WaggaWagga,,,
2017-05-21,WaggaWagga,,,Yes
2017-05-22,WaggaWagga,17.4,Yes,No
2017-05-23,WaggaWagga,0.0,No,Yes
2017-05-24,WaggaWagga,1.4,Yes,No
2017-05-25,WaggaWagga,0.0,No,No
2017-05-26,WaggaWagga,0.0,No,
2017-05-27,WaggaWagga,,,
2017-05-28,WaggaWagga,,,No
2017-05-29,WaggaWagga,0.4,No,No
2017-05-30,WaggaWagga,0.0,No,No
2017-05-31,WaggaWagga,1.0,No,No
2017-06-01,WaggaWagga,0.0,No,No
2017-06-02,WaggaWagga,0.0,No,No
2017-06-03,WaggaWagga,0.0,No,No
2017-06-04,WaggaWagga,0.0,No,No
2017-06-05,WaggaWagga,0.0,No,Yes
2017-06-06,WaggaWagga,1.8,Yes,No
2017-06-07,WaggaWagga,0.0,No,No
2017-06-08,WaggaWagga,0.0,No,No
2017-06-09,WaggaWagga,0.0,No,No
2017-06-10,WaggaWagga,0.0,No,No
2017-06-11,WaggaWagga,0.0,No,No
2017-06-12,WaggaWagga,0.0,No,No
2017-06-13,WaggaWagga,0.0,No,No
2017-06-14,WaggaWagga,0.2,No,No
2017-06-15,WaggaWagga,0.0,No,No
2017-06-16,WaggaWagga,0.0,No,No
2017-06-17,WaggaWagga,0.0,No,No
2017-06-18,WaggaWagga,0.0,No,No
2017-06-19,WaggaWagga,0.2,No,No
2017-06-20,WaggaWagga,0.2,No,No
2017-06-21,WaggaWagga,0.0,No,No
2017-06-22,WaggaWagga,0.0,No,No
2017-06-23,WaggaWagga,0.2,No,No
2017-06-24,WaggaWagga,0.2,No,No
2017-06-25,WaggaWagga,0.0,No,No
2009-01-01,Williamtown,0.0,No,No
2009-01-02,Williamtown,0.0,No,No
2009-01-03,Williamtown,0.4,No,No
2009-01-04,Williamtown,0.0,No,No
2009-01-05,Williamtown,0.0,No,No
2009-01-06,Williamtown,0.0,No,No
2009-01-07,Williamtown,0.0,No,No
2009-01-08,Williamtown,0.0,No,Yes
2009-01-09,Williamtown,1.4,Yes,No
2009-01-10,Williamtown,0.0,No,No
2009-01-11,Williamtown,0.0,No,No
2009-01-12,Williamtown,0.0,No,No
2009-01-13,Williamtown,0.0,No,No
2009-01-14,Williamtown,0.0,No,No
2009-01-15,Williamtown,0.0,No,Yes
2009-01-16,Williamtown,6.0,Yes,No
2009-01-17,Williamtown,0.0,No,No
2009-01-18,Williamtown,0.0,No,No
2009-01-19,Williamtown,0.0,No,No
2009-01-20,Williamtown,0.0,No,No
2009-01-21,Williamtown,0.0,No,No
2009-01-22,Williamtown,0.0,No,No
2009-01-23,Williamtown,1.0,No,No
2009-01-24,Williamtown,0.0,No,Yes
2009-01-25,Williamtown,10.4,Yes,No
2009-01-26,Williamtown,1.0,No,No
2009-01-27,Williamtown,0.4,No,No
2009-01-28,Williamtown,0.0,No,No
2009-01-29,Williamtown,0.0,No,No
2009-01-30,Williamtown,0.0,No,No
2009-01-31,Williamtown,0.0,No,No
2009-02-01,Williamtown,0.0,No,No
2009-02-02,Williamtown,0.0,No,No
2009-02-03,Williamtown,0.0,No,No
2009-02-04,Williamtown,0.0,No,No
2009-02-05,Williamtown,0.0,No,No
2009-02-06,Williamtown,0.0,No,No
2009-02-07,Williamtown,0.0,No,No
2009-02-08,Williamtown,0.0,No,No
2009-02-09,Williamtown,0.0,No,No
2009-02-10,Williamtown,0.0,No,Yes
2009-02-11,Williamtown,15.0,Yes,Yes
2009-02-12,Williamtown,11.0,Yes,Yes
2009-02-13,Williamtown,31.2,Yes,Yes
2009-02-14,Williamtown,2.2,Yes,Yes
2009-02-15,Williamtown,134.8,Yes,Yes
2009-02-16,Williamtown,14.4,Yes,No
2009-02-17,Williamtown,0.0,No,Yes
2009-02-18,Williamtown,19.4,Yes,No
2009-02-19,Williamtown,0.0,No,No
2009-02-20,Williamtown,0.0,No,No
2009-02-21,Williamtown,0.0,No,No
2009-02-22,Williamtown,1.0,No,No
2009-02-23,Williamtown,0.0,No,No
2009-02-24,Williamtown,0.2,No,No
2009-02-25,Williamtown,0.4,No,No
2009-02-26,Williamtown,0.0,No,No
2009-02-27,Williamtown,0.2,No,No
2009-02-28,Williamtown,0.0,No,No
2009-03-01,Williamtown,0.0,No,No
2009-03-02,Williamtown,0.2,No,No
2009-03-03,Williamtown,0.0,No,No
2009-03-04,Williamtown,0.0,No,Yes
2009-03-05,Williamtown,17.2,Yes,No
2009-03-06,Williamtown,0.0,No,No
2009-03-07,Williamtown,0.0,No,No
2009-03-08,Williamtown,0.0,No,No
2009-03-09,Williamtown,0.0,No,No
2009-03-10,Williamtown,0.0,No,No
2009-03-11,Williamtown,0.0,No,Yes
2009-03-12,Williamtown,3.2,Yes,No
2009-03-13,Williamtown,0.0,No,Yes
2009-03-14,Williamtown,2.0,Yes,Yes
2009-03-15,Williamtown,4.4,Yes,No
2009-03-16,Williamtown,0.0,No,No
2009-03-17,Williamtown,0.0,No,No
2009-03-18,Williamtown,0.0,No,No
2009-03-19,Williamtown,0.0,No,No
2009-03-20,Williamtown,0.0,No,No
2009-03-21,Williamtown,0.0,No,No
2009-03-22,Williamtown,0.0,No,No
2009-03-23,Williamtown,0.0,No,No
2009-03-24,Williamtown,0.0,No,No
2009-03-25,Williamtown,0.0,No,No
2009-03-26,Williamtown,0.0,No,Yes
2009-03-27,Williamtown,1.4,Yes,No
2009-03-28,Williamtown,0.0,No,No
2009-03-29,Williamtown,0.0,No,No
2009-03-30,Williamtown,0.0,No,Yes
2009-03-31,Williamtown,20.8,Yes,Yes
2009-04-01,Williamtown,25.4,Yes,Yes
2009-04-02,Williamtown,84.4,Yes,No
2009-04-03,Williamtown,0.8,No,No
2009-04-04,Williamtown,0.4,No,Yes
2009-04-05,Williamtown,2.6,Yes,No
2009-04-06,Williamtown,0.0,No,Yes
2009-04-07,Williamtown,3.4,Yes,No
2009-04-08,Williamtown,0.8,No,No
2009-04-09,Williamtown,0.4,No,No
2009-04-10,Williamtown,0.0,No,No
2009-04-11,Williamtown,0.0,No,No
2009-04-12,Williamtown,0.2,No,No
2009-04-13,Williamtown,0.0,No,Yes
2009-04-14,Williamtown,1.8,Yes,No
2009-04-15,Williamtown,0.0,No,No
2009-04-16,Williamtown,0.0,No,No
2009-04-17,Williamtown,0.0,No,No
2009-04-18,Williamtown,0.0,No,Yes
2009-04-19,Williamtown,41.0,Yes,Yes
2009-04-20,Williamtown,23.2,Yes,Yes
2009-04-21,Williamtown,4.0,Yes,Yes
2009-04-22,Williamtown,2.0,Yes,Yes
2009-04-23,Williamtown,5.0,Yes,No
2009-04-24,Williamtown,0.0,No,No
2009-04-25,Williamtown,0.4,No,No
2009-04-26,Williamtown,0.0,No,No
2009-04-27,Williamtown,0.0,No,No
2009-04-28,Williamtown,0.0,No,No
2009-04-29,Williamtown,0.0,No,No
2009-04-30,Williamtown,0.4,No,No
2009-05-01,Williamtown,0.2,No,No
2009-05-02,Williamtown,0.0,No,Yes
2009-05-03,Williamtown,9.6,Yes,No
2009-05-04,Williamtown,0.4,No,Yes
2009-05-05,Williamtown,13.4,Yes,Yes
2009-05-06,Williamtown,11.4,Yes,No
2009-05-07,Williamtown,0.0,No,No
2009-05-08,Williamtown,0.4,No,Yes
2009-05-09,Williamtown,29.6,Yes,Yes
2009-05-10,Williamtown,4.4,Yes,Yes
2009-05-11,Williamtown,5.2,Yes,No
2009-05-12,Williamtown,0.0,No,No
2009-05-13,Williamtown,0.0,No,No
2009-05-14,Williamtown,0.0,No,No
2009-05-15,Williamtown,0.0,No,No
2009-05-16,Williamtown,0.0,No,No
2009-05-17,Williamtown,0.0,No,No
2009-05-18,Williamtown,0.0,No,Yes
2009-05-19,Williamtown,3.0,Yes,Yes
2009-05-20,Williamtown,3.4,Yes,Yes
2009-05-21,Williamtown,5.8,Yes,Yes
2009-05-22,Williamtown,13.4,Yes,Yes
2009-05-23,Williamtown,19.8,Yes,No
2009-05-24,Williamtown,0.6,No,No
2009-05-25,Williamtown,1.0,No,No
2009-05-26,Williamtown,0.8,No,No
2009-05-27,Williamtown,0.0,No,No
2009-05-28,Williamtown,0.0,No,Yes
2009-05-29,Williamtown,11.6,Yes,Yes
2009-05-30,Williamtown,11.8,Yes,Yes
2009-05-31,Williamtown,7.2,Yes,No
2009-06-01,Williamtown,0.0,No,No
2009-06-02,Williamtown,0.2,No,
2009-06-03,Williamtown,,,Yes
2009-06-04,Williamtown,1.6,Yes,No
2009-06-05,Williamtown,0.6,No,No
2009-06-06,Williamtown,0.0,No,No
2009-06-07,Williamtown,0.2,No,No
2009-06-08,Williamtown,0.0,No,No
2009-06-09,Williamtown,0.0,No,No
2009-06-10,Williamtown,0.0,No,No
2009-06-11,Williamtown,0.0,No,No
2009-06-12,Williamtown,0.0,No,No
2009-06-13,Williamtown,0.0,No,No
2009-06-14,Williamtown,0.0,No,No
2009-06-15,Williamtown,0.0,No,No
2009-06-16,Williamtown,0.0,No,Yes
2009-06-17,Williamtown,44.2,Yes,Yes
2009-06-18,Williamtown,6.2,Yes,Yes
2009-06-19,Williamtown,24.0,Yes,Yes
2009-06-20,Williamtown,9.8,Yes,Yes
2009-06-21,Williamtown,2.6,Yes,Yes
2009-06-22,Williamtown,23.0,Yes,No
2009-06-23,Williamtown,0.2,No,No
2009-06-24,Williamtown,0.0,No,No
2009-06-25,Williamtown,0.0,No,No
2009-06-26,Williamtown,0.0,No,No
2009-06-27,Williamtown,0.0,No,No
2009-06-28,Williamtown,0.0,No,No
2009-06-29,Williamtown,0.0,No,No
2009-06-30,Williamtown,0.0,No,No
2009-07-01,Williamtown,0.0,No,No
2009-07-02,Williamtown,0.0,No,No
2009-07-03,Williamtown,0.0,No,No
2009-07-04,Williamtown,0.0,No,No
2009-07-05,Williamtown,0.0,No,No
2009-07-06,Williamtown,0.0,No,Yes
2009-07-07,Williamtown,4.8,Yes,Yes
2009-07-08,Williamtown,9.8,Yes,Yes
2009-07-09,Williamtown,3.2,Yes,Yes
2009-07-10,Williamtown,1.4,Yes,No
2009-07-11,Williamtown,1.0,No,No
2009-07-12,Williamtown,0.0,No,No
2009-07-13,Williamtown,0.0,No,No
2009-07-14,Williamtown,0.0,No,No
2009-07-15,Williamtown,0.0,No,No
2009-07-16,Williamtown,0.2,No,Yes
2009-07-17,Williamtown,18.8,Yes,Yes
2009-07-18,Williamtown,1.2,Yes,No
2009-07-19,Williamtown,0.0,No,No
2009-07-20,Williamtown,0.0,No,No
2009-07-21,Williamtown,0.0,No,No
2009-07-22,Williamtown,0.0,No,Yes
2009-07-23,Williamtown,4.6,Yes,Yes
2009-07-24,Williamtown,2.4,Yes,No
2009-07-25,Williamtown,0.2,No,No
2009-07-26,Williamtown,0.0,No,Yes
2009-07-27,Williamtown,2.6,Yes,No
2009-07-28,Williamtown,0.0,No,No
2009-07-29,Williamtown,0.0,No,No
2009-07-30,Williamtown,0.0,No,No
2009-07-31,Williamtown,0.0,No,No
2009-08-01,Williamtown,0.0,No,No
2009-08-02,Williamtown,0.0,No,No
2009-08-03,Williamtown,0.0,No,No
2009-08-04,Williamtown,0.0,No,No
2009-08-05,Williamtown,0.0,No,No
2009-08-06,Williamtown,0.0,No,No
2009-08-07,Williamtown,0.0,No,No
2009-08-08,Williamtown,0.0,No,No
2009-08-09,Williamtown,0.0,No,No
2009-08-10,Williamtown,0.0,No,No
2009-08-11,Williamtown,0.0,No,No
2009-08-12,Williamtown,0.4,No,No
2009-08-13,Williamtown,0.0,No,No
2009-08-14,Williamtown,0.0,No,No
2009-08-15,Williamtown,0.0,No,No
2009-08-16,Williamtown,0.0,No,No
2009-08-17,Williamtown,0.0,No,No
2009-08-18,Williamtown,0.0,No,No
2009-08-19,Williamtown,0.0,No,No
2009-08-20,Williamtown,0.0,No,No
2009-08-21,Williamtown,0.0,No,No
2009-08-22,Williamtown,0.0,No,No
2009-08-23,Williamtown,0.0,No,No
2009-08-24,Williamtown,0.0,No,No
2009-08-25,Williamtown,0.0,No,No
2009-08-26,Williamtown,0.0,No,No
2009-08-27,Williamtown,0.0,No,No
2009-08-28,Williamtown,0.0,No,No
2009-08-29,Williamtown,0.6,No,No
2009-08-30,Williamtown,0.0,No,No
2009-08-31,Williamtown,0.0,No,No
2009-09-01,Williamtown,0.0,No,No
2009-09-02,Williamtown,0.0,No,No
2009-09-03,Williamtown,0.0,No,Yes
2009-09-04,Williamtown,7.4,Yes,Yes
2009-09-05,Williamtown,8.2,Yes,No
2009-09-06,Williamtown,0.0,No,No
2009-09-07,Williamtown,0.0,No,No
2009-09-08,Williamtown,0.2,No,No
2009-09-09,Williamtown,0.0,No,No
2009-09-10,Williamtown,0.0,No,No
2009-09-11,Williamtown,0.0,No,No
2009-09-12,Williamtown,0.0,No,No
2009-09-13,Williamtown,0.0,No,No
2009-09-14,Williamtown,0.0,No,No
2009-09-15,Williamtown,0.0,No,No
2009-09-16,Williamtown,0.0,No,No
2009-09-17,Williamtown,0.0,No,No
2009-09-18,Williamtown,0.0,No,No
2009-09-19,Williamtown,0.0,No,No
2009-09-20,Williamtown,0.0,No,Yes
2009-09-21,Williamtown,1.2,Yes,No
2009-09-22,Williamtown,0.0,No,Yes
2009-09-23,Williamtown,3.2,Yes,No
2009-09-24,Williamtown,0.0,No,No
2009-09-25,Williamtown,0.0,No,No
2009-09-26,Williamtown,0.0,No,No
2009-09-27,Williamtown,0.0,No,No
2009-09-28,Williamtown,0.0,No,No
2009-09-29,Williamtown,0.0,No,No
2009-09-30,Williamtown,0.0,No,No
2009-10-01,Williamtown,0.0,No,No
2009-10-02,Williamtown,0.0,No,Yes
2009-10-03,Williamtown,1.8,Yes,Yes
2009-10-04,Williamtown,14.4,Yes,Yes
2009-10-05,Williamtown,4.6,Yes,Yes
2009-10-06,Williamtown,4.2,Yes,No
2009-10-07,Williamtown,0.0,No,No
2009-10-08,Williamtown,0.0,No,Yes
2009-10-09,Williamtown,3.8,Yes,Yes
2009-10-10,Williamtown,20.0,Yes,Yes
2009-10-11,Williamtown,17.4,Yes,Yes
2009-10-12,Williamtown,7.0,Yes,Yes
2009-10-13,Williamtown,2.4,Yes,No
2009-10-14,Williamtown,0.2,No,No
2009-10-15,Williamtown,0.0,No,No
2009-10-16,Williamtown,0.0,No,No
2009-10-17,Williamtown,0.0,No,Yes
2009-10-18,Williamtown,5.4,Yes,No
2009-10-19,Williamtown,0.0,No,No
2009-10-20,Williamtown,0.0,No,No
2009-10-21,Williamtown,0.0,No,No
2009-10-22,Williamtown,0.0,No,No
2009-10-23,Williamtown,0.0,No,Yes
2009-10-24,Williamtown,2.4,Yes,No
2009-10-25,Williamtown,0.0,No,Yes
2009-10-26,Williamtown,10.4,Yes,Yes
2009-10-27,Williamtown,1.8,Yes,No
2009-10-28,Williamtown,0.0,No,No
2009-10-29,Williamtown,0.0,No,No
2009-10-30,Williamtown,0.0,No,No
2009-10-31,Williamtown,0.0,No,No
2009-11-01,Williamtown,0.0,No,No
2009-11-02,Williamtown,0.0,No,No
2009-11-03,Williamtown,0.0,No,No
2009-11-04,Williamtown,0.0,No,No
2009-11-05,Williamtown,0.0,No,Yes
2009-11-06,Williamtown,12.0,Yes,Yes
2009-11-07,Williamtown,1.8,Yes,Yes
2009-11-08,Williamtown,4.0,Yes,Yes
2009-11-09,Williamtown,50.6,Yes,No
2009-11-10,Williamtown,0.0,No,No
2009-11-11,Williamtown,0.0,No,No
2009-11-12,Williamtown,0.0,No,Yes
2009-11-13,Williamtown,1.2,Yes,No
2009-11-14,Williamtown,0.0,No,No
2009-11-15,Williamtown,0.0,No,No
2009-11-16,Williamtown,0.0,No,No
2009-11-17,Williamtown,0.6,No,No
2009-11-18,Williamtown,0.2,No,No
2009-11-19,Williamtown,0.0,No,No
2009-11-20,Williamtown,0.0,No,Yes
2009-11-21,Williamtown,7.6,Yes,No
2009-11-22,Williamtown,0.0,No,No
2009-11-23,Williamtown,0.0,No,Yes
2009-11-24,Williamtown,5.0,Yes,Yes
2009-11-25,Williamtown,6.2,Yes,No
2009-11-26,Williamtown,0.0,No,Yes
2009-11-27,Williamtown,3.6,Yes,No
2009-11-28,Williamtown,0.2,No,No
2009-11-29,Williamtown,0.0,No,No
2009-11-30,Williamtown,0.0,No,Yes
2009-12-01,Williamtown,9.6,Yes,Yes
2009-12-02,Williamtown,4.4,Yes,No
2009-12-03,Williamtown,0.0,No,No
2009-12-04,Williamtown,0.0,No,No
2009-12-05,Williamtown,0.0,No,No
2009-12-06,Williamtown,0.0,No,No
2009-12-07,Williamtown,0.0,No,No
2009-12-08,Williamtown,0.0,No,No
2009-12-09,Williamtown,0.0,No,No
2009-12-10,Williamtown,0.0,No,No
2009-12-11,Williamtown,0.2,No,No
2009-12-12,Williamtown,0.0,No,No
2009-12-13,Williamtown,0.0,No,No
2009-12-14,Williamtown,0.2,No,No
2009-12-15,Williamtown,0.2,No,No
2009-12-16,Williamtown,0.0,No,No
2009-12-17,Williamtown,0.0,No,No
2009-12-18,Williamtown,0.0,No,Yes
2009-12-19,Williamtown,1.4,Yes,No
2009-12-20,Williamtown,1.0,No,No
2009-12-21,Williamtown,0.0,No,Yes
2009-12-22,Williamtown,4.2,Yes,No
2009-12-23,Williamtown,0.0,No,No
2009-12-24,Williamtown,0.0,No,No
2009-12-25,Williamtown,0.0,No,Yes
2009-12-26,Williamtown,7.4,Yes,Yes
2009-12-27,Williamtown,17.2,Yes,Yes
2009-12-28,Williamtown,5.6,Yes,Yes
2009-12-29,Williamtown,2.0,Yes,Yes
2009-12-30,Williamtown,6.8,Yes,Yes
2009-12-31,Williamtown,1.2,Yes,No
2010-01-01,Williamtown,0.0,No,Yes
